Fiscal Year,Agency Name,Bureau Name,Account Name,Category,Version,Amount
1964,Department of Health and Human Services,"Total, Health",General retirement and disability insurance (excluding social security),Mandatory,Actual,325.83894704114414
1964,Department of Health and Human Services,"Total, Health",Federal employee retirement and disability,Mandatory,Actual,1216.4016996579953
1964,Department of Health and Human Services,"Total, Health",Unemployment compensation,Mandatory,Actual,1518.352160845683
1964,Department of Health and Human Services,"Total, Health",Housing assistance,Mandatory,Actual,71.66545756036871
1964,Department of Health and Human Services,"Total, Health",Food and nutrition assistance,Mandatory,Actual,147.15307285729074
1964,Department of Health and Human Services,"Total, Health",Other income security,Mandatory,Actual,1330.588662037517
1964,Department of Homeland Security,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,66.11291963377413
1964,Department of Homeland Security,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,5.699389623601154
1964,Department of Homeland Security,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,230.63530010172937
1964,Department of Homeland Security,"Total, Administration of Justice",General property and records management,Discretionary,Actual,202.13835198372328
1964,Department of Homeland Security,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,8.739064089521843
1964,Department of Homeland Security,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,91.57019328585957
1964,Department of Homeland Security,"Total, Administration of Justice",Other general government,Discretionary,Actual,56.993896236012205
1964,Department of Homeland Security,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,85.1108850457782
1964,Department of Housing and Urban Development,"Total, Community and Regional Development","Elementary, secondary, and vocational education",Discretionary,Actual,27.18135048231511
1964,Department of Housing and Urban Development,"Total, Community and Regional Development",Higher education,Discretionary,Actual,17.933118971061088
1964,Department of Housing and Urban Development,"Total, Community and Regional Development",Research and general education aids,Discretionary,Actual,2.9106109324758807
1964,Department of Housing and Urban Development,"Total, Community and Regional Development",Training and employment,Discretionary,Actual,13.66109324758842
1964,Department of Housing and Urban Development,"Total, Community and Regional Development",Other labor services,Discretionary,Actual,3.3800643086816704
1964,Department of Housing and Urban Development,"Total, Community and Regional Development",Social services,Discretionary,Actual,7.933762057877808
1964,Department of the Interior,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Actual,694.7179431546973
1964,Department of the Interior,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Actual,60.28205684530264
1964,Department of Justice,"Total, Administration of Justice",Legislative functions,Discretionary,Actual,24.33875890132247
1964,Department of Justice,"Total, Administration of Justice",Executive direction and management,Discretionary,Actual,2.0981688708036375
1964,Department of Justice,"Total, Administration of Justice",Central fiscal operations,Discretionary,Actual,84.90590030518818
1964,Department of Justice,"Total, Administration of Justice",General property and records management,Discretionary,Actual,74.41505595116989
1964,Department of Justice,"Total, Administration of Justice",Central personnel management,Discretionary,Actual,3.217192268565605
1964,Department of Justice,"Total, Administration of Justice",General purpose fiscal assistance,Discretionary,Actual,33.71057985757883
1964,Department of Justice,"Total, Administration of Justice",Other general government,Discretionary,Actual,20.98168870803662
1964,Department of Justice,"Total, Administration of Justice",Deductions for offsetting receipts,Discretionary,Actual,31.33265513733468
1964,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health care services,Discretionary,Actual,1429.5078299776283
1964,Department of Labor,"Total, Education, Training, Employment, and Social Services",Health research and training,Discretionary,Actual,1786.884787472036
1964,Department of Labor,"Total, Education, Training, Employment, and Social Services",Consumer and occupational health and safety,Discretionary,Actual,237.60738255033547
1964,Department of State,"Total, International Affairs",General science and basic research,Discretionary,Actual,71.17214621196649
1964,Department of State,"Total, International Affairs","Space flight, research, and supporting activities",Discretionary,Actual,383.82785378803345
1964,Department of Transportation,"Total, Transportation",Community development,Discretionary,Actual,1604.047159699893
1964,Department of Transportation,"Total, Transportation",Area and regional development,Discretionary,Actual,3005.050375133976
1964,Department of Transportation,"Total, Transportation",Disaster relief and insurance,Discretionary,Actual,126.90246516613068
1964,Department of the Treasury,"Total, General Government",Interest on Treasury debt securities (gross),Discretionary,Actual,8355.601796863104
1964,Department of the Treasury,"Total, General Government",Interest received by on-budget trust funds,Discretionary,Actual,788.0869499010203
1964,Department of the Treasury,"Total, General Government",Interest received by off-budget trust funds,Discretionary,Actual,475.5156844830205
1964,Department of the Treasury,"Total, General Government",Other interest,Discretionary,Actual,669.7955687528549
1964,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal law enforcement activities,Mandatory,Actual,3535.8612244897963
1964,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal litigative and judicial activities,Mandatory,Actual,1513.7183673469387
1964,Department of Veterans Affairs,"Total, Veterans Benefits and Services",Federal correctional activities,Mandatory,Actual,612.420408163265
1964,Corps of Engineers--Civil Works,"Total, Transportation",Community development,Discretionary,Actual,369.51339764201504
1964,Corps of Engineers--Civil Works,"Total, Transportation",Area and regional development,Discretionary,Actual,692.2529474812433
1964,Corps of Engineers--Civil Works,"Total, Transportation",Disaster relief and insurance,Discretionary,Actual,29.233654876741674
1964,Other Defense--Civil Programs,"Total, National Defense",International development and humanitarian assistance,Discretionary,Actual,685.111304347826
1964,Other Defense--Civil Programs,"Total, National Defense",International security assistance,Discretionary,Actual,372.3652173913043
1964,Other Defense--Civil Programs,"Total, National Defense",Conduct of foreign affairs,Discretionary,Actual,47.003478260869464
1964,Other Defense--Civil Programs,"Total, National Defense",Foreign information and exchange activities,Discretionary,Actual,42.11999999999997
1964,Other Defense--Civil Programs,"Total, National Defense",International financial programs,Discretionary,Actual,140.3999999999999
1964,Environmental Protection Agency,"Total, Natural Resources and Environment",Farm income stabilization,Discretionary,Actual,107.65827728357561
1964,Environmental Protection Agency,"Total, Natural Resources and Environment",Agricultural research and services,Discretionary,Actual,9.341722716424382
